Train Predict
26.789476
26.803364
26.729414
26.662235
26.677555
26.734968
26.750938
26.706457
26.571453
26.43339
26.449543
26.49687
26.517008
26.460218
26.399435
26.365753
26.440937
26.5392
26.639732
26.743689
26.790663
26.771376
26.687595
26.476072
26.254938
26.101358
26.031427
26.0058
26.030987
25.972248
25.94233
26.045631
26.37335
26.88304
27.325117
27.867844
29.45545
30.928253
31.967966
32.569225
32.618935
32.179775
31.707518
31.350037
31.178045
31.13532
31.075525
31.103739
31.143446
31.365284
31.593163
31.678246
31.671055
31.968624
32.292522
32.50516
32.62993
32.735806
32.74727
32.77869
32.63385
32.032307
31.130196
30.253014
30.182766
30.555262
30.919312
31.043623
30.795279
30.671658
30.525238
30.335613
30.347614
30.408686
30.578228
30.800354
30.953703
31.187372
31.400826
31.635458
31.646542
31.64379
31.476408
31.283024
31.17107
30.94793
30.529682
30.146355
30.041262
30.107216
30.417475
30.926184
31.432953
31.771687
31.9181
32.005535
32.08197
32.20093
32.28894
32.47321
32.65248
32.83282
32.770382
32.53676
32.41313
32.991287
33.827236
34.495346
34.986435
35.333664
35.456562
35.590332
35.704117
35.85517
36.021507
36.18412
36.192883
36.188213
36.272564
36.3183
36.160378
36.122746
36.09644
36.271275
36.459393
36.83879
37.185802
37.333214
37.366123
37.37345
37.269985
37.46399
37.658947
37.6788
37.812683
37.909157
37.95606
37.835304
37.657078
37.369392
37.230907
37.130142
37.26013
37.33482
37.243065
37.22296
37.263573
37.32025
37.343872
37.529274
37.906776
38.18499
38.197147
37.88716
37.54544
37.29182
36.916782
36.44441
36.080986
35.982807
35.68971
35.582775
35.31987
35.160843
35.040604
35.068695
35.38102
35.546936
35.63066
35.49388
35.69765
36.12504
36.637928
37.209114
37.168575
36.665604
35.807114
35.024593
34.413277
34.101856
33.976513
33.951614
34.08546
34.468426
34.709904
34.880512
35.048225
35.03339
34.99586
35.0332
35.07672
35.01662
35.197323
35.421516
35.522083
35.530582
35.30261
35.028957
34.950424
35.06154
35.394222
35.77336
36.04621
36.30753
36.51704
36.648323
36.771233
36.839973
36.834946
36.7679
36.67266
36.735645
36.91645
37.025402
37.145008
37.180145
37.08006
37.05694
36.999947
36.931732
36.839577
36.852985
